LipidMolec	ClassKey	FAKey	CalcMass	BaseRt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s01]	OrgMeanArea[s02]	OrgMeanArea[s03]	OrgMeanArea[s04]	OrgMeanArea[s05]	OrgMeanArea[s06]	OrgMeanArea[s07]	OrgMeanArea[s08]	OrgMeanArea[s09]	OrgMeanArea[s10]	OrgMeanArea[s11]	OrgMeanArea[s12]	OrgMeanArea[s13]	NormArea[s01-1]	NormFactor[s01-1]	NormHeight[s01-1]	OriginalArea[s01-1]	OriginalHeight[s01-1]	ObsMz[s01-1]	Conc[s01-1]	NormArea[s01-2]	NormFactor[s01-2]	NormHeight[s01-2]	OriginalArea[s01-2]	OriginalHeight[s01-2]	ObsMz[s01-2]	Conc[s01-2]	NormArea[s01-3]	NormFactor[s01-3]	NormHeight[s01-3]	OriginalArea[s01-3]	OriginalHeight[s01-3]	ObsMz[s01-3]	Conc[s01-3]	NormArea[s02-1]	NormFactor[s02-1]	NormHeight[s02-1]	OriginalArea[s02-1]	OriginalHeight[s02-1]	ObsMz[s02-1]	Conc[s02-1]	NormArea[s02-2]	NormFactor[s02-2]	NormHeight[s02-2]	OriginalArea[s02-2]	OriginalHeight[s02-2]	ObsMz[s02-2]	Conc[s02-2]	NormArea[s02-3]	NormFactor[s02-3]	NormHeight[s02-3]	OriginalArea[s02-3]	OriginalHeight[s02-3]	ObsMz[s02-3]	Conc[s02-3]	NormArea[s03-1]	NormFactor[s03-1]	NormHeight[s03-1]	OriginalArea[s03-1]	OriginalHeight[s03-1]	ObsMz[s03-1]	Conc[s03-1]	NormArea[s03-2]	NormFactor[s03-2]	NormHeight[s03-2]	OriginalArea[s03-2]	OriginalHeight[s03-2]	ObsMz[s03-2]	Conc[s03-2]	NormArea[s04-1]	NormFactor[s04-1]	NormHeight[s04-1]	OriginalArea[s04-1]	OriginalHeight[s04-1]	ObsMz[s04-1]	Conc[s04-1]	NormArea[s04-2]	NormFactor[s04-2]	NormHeight[s04-2]	OriginalArea[s04-2]	OriginalHeight[s04-2]	ObsMz[s04-2]	Conc[s04-2]	NormArea[s04-3]	NormFactor[s04-3]	NormHeight[s04-3]	OriginalArea[s04-3]	OriginalHeight[s04-3]	ObsMz[s04-3]	Conc[s04-3]	NormArea[s05-1]	NormFactor[s05-1]	NormHeight[s05-1]	OriginalArea[s05-1]	OriginalHeight[s05-1]	ObsMz[s05-1]	Conc[s05-1]	NormArea[s05-2]	NormFactor[s05-2]	NormHeight[s05-2]	OriginalArea[s05-2]	OriginalHeight[s05-2]	ObsMz[s05-2]	Conc[s05-2]	NormArea[s05-3]	NormFactor[s05-3]	NormHeight[s05-3]	OriginalArea[s05-3]	OriginalHeight[s05-3]	ObsMz[s05-3]	Conc[s05-3]	NormArea[s06-1]	NormFactor[s06-1]	NormHeight[s06-1]	OriginalArea[s06-1]	OriginalHeight[s06-1]	ObsMz[s06-1]	Conc[s06-1]	NormArea[s06-2]	NormFactor[s06-2]	NormHeight[s06-2]	OriginalArea[s06-2]	OriginalHeight[s06-2]	ObsMz[s06-2]	Conc[s06-2]	NormArea[s06-3]	NormFactor[s06-3]	NormHeight[s06-3]	OriginalArea[s06-3]	OriginalHeight[s06-3]	ObsMz[s06-3]	Conc[s06-3]	NormArea[s07-1]	NormFactor[s07-1]	NormHeight[s07-1]	OriginalArea[s07-1]	OriginalHeight[s07-1]	ObsMz[s07-1]	Conc[s07-1]	NormArea[s07-2]	NormFactor[s07-2]	NormHeight[s07-2]	OriginalArea[s07-2]	OriginalHeight[s07-2]	ObsMz[s07-2]	Conc[s07-2]	NormArea[s07-3]	NormFactor[s07-3]	NormHeight[s07-3]	OriginalArea[s07-3]	OriginalHeight[s07-3]	ObsMz[s07-3]	Conc[s07-3]	NormArea[s08-1]	NormFactor[s08-1]	NormHeight[s08-1]	OriginalArea[s08-1]	OriginalHeight[s08-1]	ObsMz[s08-1]	Conc[s08-1]	NormArea[s08-2]	NormFactor[s08-2]	NormHeight[s08-2]	OriginalArea[s08-2]	OriginalHeight[s08-2]	ObsMz[s08-2]	Conc[s08-2]	NormArea[s08-3]	NormFactor[s08-3]	NormHeight[s08-3]	OriginalArea[s08-3]	OriginalHeight[s08-3]	ObsMz[s08-3]	Conc[s08-3]	NormArea[s09-1]	NormFactor[s09-1]	NormHeight[s09-1]	OriginalArea[s09-1]	OriginalHeight[s09-1]	ObsMz[s09-1]	Conc[s09-1]	NormArea[s09-2]	NormFactor[s09-2]	NormHeight[s09-2]	OriginalArea[s09-2]	OriginalHeight[s09-2]	ObsMz[s09-2]	Conc[s09-2]	NormArea[s09-3]	NormFactor[s09-3]	NormHeight[s09-3]	OriginalArea[s09-3]	OriginalHeight[s09-3]	ObsMz[s09-3]	Conc[s09-3]	NormArea[s10-1]	NormFactor[s10-1]	NormHeight[s10-1]	OriginalArea[s10-1]	OriginalHeight[s10-1]	ObsMz[s10-1]	Conc[s10-1]	NormArea[s10-2]	NormFactor[s10-2]	NormHeight[s10-2]	OriginalArea[s10-2]	OriginalHeight[s10-2]	ObsMz[s10-2]	Conc[s10-2]	NormArea[s10-3]	NormFactor[s10-3]	NormHeight[s10-3]	OriginalArea[s10-3]	OriginalHeight[s10-3]	ObsMz[s10-3]	Conc[s10-3]	NormArea[s11-1]	NormFactor[s11-1]	NormHeight[s11-1]	OriginalArea[s11-1]	OriginalHeight[s11-1]	ObsMz[s11-1]	Conc[s11-1]	NormArea[s11-2]	NormFactor[s11-2]	NormHeight[s11-2]	OriginalArea[s11-2]	OriginalHeight[s11-2]	ObsMz[s11-2]	Conc[s11-2]	NormArea[s11-3]	NormFactor[s11-3]	NormHeight[s11-3]	OriginalArea[s11-3]	OriginalHeight[s11-3]	ObsMz[s11-3]	Conc[s11-3]	NormArea[s12-1]	NormFactor[s12-1]	NormHeight[s12-1]	OriginalArea[s12-1]	OriginalHeight[s12-1]	ObsMz[s12-1]	Conc[s12-1]	NormArea[s12-2]	NormFactor[s12-2]	NormHeight[s12-2]	OriginalArea[s12-2]	OriginalHeight[s12-2]	ObsMz[s12-2]	Conc[s12-2]	NormArea[s12-3]	NormFactor[s12-3]	NormHeight[s12-3]	OriginalArea[s12-3]	OriginalHeight[s12-3]	ObsMz[s12-3]	Conc[s12-3]	NormArea[s13-1]	NormFactor[s13-1]	NormHeight[s13-1]	OriginalArea[s13-1]	OriginalHeight[s13-1]	ObsMz[s13-1]	Conc[s13-1]
PC(P-17:0)	PC	(P-17:0)	507.3325	6.2927	53.85	C	1.7962E5	2.1266E5	1.8119E5	2.2266E5	1.8007E5	2.6970E5	2.1370E5	3.2092E5	1.8488E5	1.8415E5	1.3328E5	2.7437E5	NaN	1.9782E5	1.0000E0	9.8225E5	1.9782E5	9.8225E5	0.0000E0	NaN	1.6397E5	1.0000E0	8.3466E5	1.6397E5	8.3466E5	0.0000E0	NaN	1.7706E5	1.0000E0	9.6986E5	1.7706E5	9.6986E5	0.0000E0	NaN	2.0467E5	1.0000E0	8.6363E5	2.0467E5	8.6363E5	0.0000E0	NaN	1.8089E5	1.0000E0	6.5486E5	1.8089E5	6.5486E5	0.0000E0	NaN	2.5243E5	1.0000E0	1.2319E6	2.5243E5	1.2319E6	0.0000E0	NaN	1.7919E5	1.0000E0	9.8525E5	1.7919E5	9.8525E5	0.0000E0	NaN	1.8319E5	1.0000E0	8.9616E5	1.8319E5	8.9616E5	0.0000E0	NaN	2.4394E5	1.0000E0	1.1458E6	2.4394E5	1.1458E6	0.0000E0	NaN	2.0776E5	1.0000E0	1.0465E6	2.0776E5	1.0465E6	0.0000E0	NaN	2.1630E5	1.0000E0	1.1615E6	2.1630E5	1.1615E6	0.0000E0	NaN	2.4750E5	1.0000E0	1.4212E6	2.4750E5	1.4212E6	0.0000E0	NaN	1.4148E5	1.0000E0	1.2799E6	1.4148E5	1.2799E6	5.0834E2	NaN	1.5122E5	1.0000E0	8.0090E5	1.5122E5	8.0090E5	0.0000E0	NaN	3.0920E5	1.0000E0	1.7297E6	3.0920E5	1.7297E6	5.0834E2	NaN	2.7999E5	1.0000E0	1.5207E6	2.7999E5	1.5207E6	0.0000E0	NaN	2.1993E5	1.0000E0	1.1065E6	2.1993E5	1.1065E6	0.0000E0	NaN	1.5921E5	1.0000E0	9.7598E5	1.5921E5	9.7598E5	0.0000E0	NaN	2.4487E5	1.0000E0	1.2939E6	2.4487E5	1.2939E6	5.0834E2	NaN	2.3703E5	1.0000E0	1.3860E6	2.3703E5	1.3860E6	5.0834E2	NaN	2.5964E5	1.0000E0	1.5196E6	2.5964E5	1.5196E6	5.0834E2	NaN	4.2415E5	1.0000E0	2.4663E6	4.2415E5	2.4663E6	5.0834E2	NaN	2.7898E5	1.0000E0	1.5438E6	2.7898E5	1.5438E6	5.0834E2	NaN	1.9451E5	1.0000E0	1.1604E6	1.9451E5	1.1604E6	0.0000E0	NaN	1.7188E5	1.0000E0	9.9614E5	1.7188E5	9.9614E5	0.0000E0	NaN	1.8826E5	1.0000E0	1.0556E6	1.8826E5	1.0556E6	0.0000E0	NaN	1.8385E5	1.0000E0	1.1449E6	1.8385E5	1.1449E6	0.0000E0	NaN	1.6000E5	1.0000E0	8.8299E5	1.6000E5	8.8299E5	0.0000E0	NaN	2.0861E5	1.0000E0	1.2101E6	2.0861E5	1.2101E6	0.0000E0	NaN	1.8678E4	1.0000E0	1.3241E5	1.8678E4	1.3241E5	0.0000E0	NaN	1.6374E5	1.0000E0	1.0478E6	1.6374E5	1.0478E6	0.0000E0	NaN	2.1740E5	1.0000E0	1.4252E6	2.1740E5	1.4252E6	5.0834E2	NaN	2.7170E5	1.0000E0	1.7141E6	2.7170E5	1.7141E6	5.0834E2	NaN	2.4060E5	1.0000E0	1.4453E6	2.4060E5	1.4453E6	5.0834E2	NaN	3.1083E5	1.0000E0	1.9334E6	3.1083E5	1.9334E6	5.0834E2	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
PE(2:0_21:6)	PE	(2:0_21:6)	553.2805	6.1062	92.31	B	5.2575E5	5.9111E5	3.6002E5	5.0711E5	4.6627E5	4.7443E5	4.0761E5	4.0067E5	5.2271E5	5.3216E5	3.7302E5	5.4906E5	NaN	5.7370E5	1.0000E0	7.4202E6	5.7370E5	7.4202E6	0.0000E0	NaN	4.2250E5	1.0000E0	5.4863E6	4.2250E5	5.4863E6	5.5429E2	NaN	5.8103E5	1.0000E0	7.5171E6	5.8103E5	7.5171E6	5.5429E2	NaN	5.6860E5	1.0000E0	7.2650E6	5.6860E5	7.2650E6	5.5429E2	NaN	5.4402E5	1.0000E0	6.6420E6	5.4402E5	6.6420E6	0.0000E0	NaN	6.6071E5	1.0000E0	8.5713E6	6.6071E5	8.5713E6	0.0000E0	NaN	4.3837E5	1.0000E0	5.8267E6	4.3837E5	5.8267E6	5.5429E2	NaN	2.8166E5	1.0000E0	3.5845E6	2.8166E5	3.5845E6	0.0000E0	NaN	4.6169E5	1.0000E0	6.0816E6	4.6169E5	6.0816E6	5.5429E2	NaN	5.5997E5	1.0000E0	7.2703E6	5.5997E5	7.2703E6	5.5429E2	NaN	4.9967E5	1.0000E0	6.5041E6	4.9967E5	6.5041E6	5.5429E2	NaN	6.8430E5	1.0000E0	9.1248E6	6.8430E5	9.1248E6	0.0000E0	NaN	3.5297E5	1.0000E0	4.6619E6	3.5297E5	4.6619E6	5.5429E2	NaN	3.6153E5	1.0000E0	4.7799E6	3.6153E5	4.7799E6	0.0000E0	NaN	4.4658E5	1.0000E0	5.9567E6	4.4658E5	5.9567E6	5.5429E2	NaN	5.4158E5	1.0000E0	7.2170E6	5.4158E5	7.2170E6	0.0000E0	NaN	4.3513E5	1.0000E0	5.7603E6	4.3513E5	5.7603E6	5.5429E2	NaN	2.4767E5	1.0000E0	3.2759E6	2.4767E5	3.2759E6	5.5429E2	NaN	5.0409E5	1.0000E0	6.7912E6	5.0409E5	6.7912E6	0.0000E0	NaN	4.7106E5	1.0000E0	6.3659E6	4.7106E5	6.3659E6	5.5429E2	NaN	3.3984E5	1.0000E0	4.5770E6	3.3984E5	4.5770E6	0.0000E0	NaN	4.9530E5	1.0000E0	6.6799E6	4.9530E5	6.6799E6	0.0000E0	NaN	3.6688E5	1.0000E0	4.8258E6	3.6688E5	4.8258E6	5.5429E2	NaN	5.3686E5	1.0000E0	7.2490E6	5.3686E5	7.2490E6	0.0000E0	NaN	4.3196E5	1.0000E0	5.7753E6	4.3196E5	5.7753E6	5.5429E2	NaN	5.9932E5	1.0000E0	8.1643E6	5.9932E5	8.1643E6	5.5429E2	NaN	6.3135E5	1.0000E0	8.4922E6	6.3135E5	8.4922E6	5.5429E2	NaN	3.0743E5	1.0000E0	4.0159E6	3.0743E5	4.0159E6	0.0000E0	NaN	6.5770E5	1.0000E0	8.8635E6	6.5770E5	8.8635E6	5.5429E2	NaN	4.6206E4	1.0000E0	6.2487E5	4.6206E4	6.2487E5	0.0000E0	NaN	3.8031E5	1.0000E0	5.0293E6	3.8031E5	5.0293E6	0.0000E0	NaN	6.9255E5	1.0000E0	9.3649E6	6.9255E5	9.3649E6	5.5429E2	NaN	4.9418E5	1.0000E0	6.7220E6	4.9418E5	6.7220E6	5.5429E2	NaN	4.7238E5	1.0000E0	6.5314E6	4.7238E5	6.5314E6	0.0000E0	NaN	6.8062E5	1.0000E0	9.2328E6	6.8062E5	9.2328E6	0.0000E0	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
PE(23:5)	PE	(23:5)	555.2961	6.3611	92.31	C	5.5642E5	5.7413E5	3.1076E5	4.7243E5	4.9701E5	5.0815E5	4.0025E5	3.7079E5	4.9657E5	5.2450E5	2.8987E5	4.8009E5	NaN	5.9898E5	1.0000E0	7.5576E6	5.9898E5	7.5576E6	5.5630E2	NaN	4.3463E5	1.0000E0	5.4814E6	4.3463E5	5.4814E6	5.5630E2	NaN	6.3565E5	1.0000E0	7.8573E6	6.3565E5	7.8573E6	5.5630E2	NaN	5.7575E5	1.0000E0	7.2741E6	5.7575E5	7.2741E6	5.5630E2	NaN	5.0483E5	1.0000E0	6.2883E6	5.0483E5	6.2883E6	5.5630E2	NaN	6.4182E5	1.0000E0	7.9785E6	6.4182E5	7.9785E6	5.5630E2	NaN	3.7729E5	1.0000E0	4.8787E6	3.7729E5	4.8787E6	5.5630E2	NaN	2.4423E5	1.0000E0	3.1060E6	2.4423E5	3.1060E6	5.5630E2	NaN	4.1354E5	1.0000E0	5.2061E6	4.1354E5	5.2061E6	5.5630E2	NaN	5.1771E5	1.0000E0	6.4688E6	5.1771E5	6.4688E6	5.5630E2	NaN	4.8605E5	1.0000E0	6.2326E6	4.8605E5	6.2326E6	5.5630E2	NaN	7.4216E5	1.0000E0	9.5998E6	7.4216E5	9.5998E6	5.5630E2	NaN	3.7122E5	1.0000E0	4.7052E6	3.7122E5	4.7052E6	5.5630E2	NaN	3.7764E5	1.0000E0	4.8859E6	3.7764E5	4.8859E6	5.5630E2	NaN	4.8010E5	1.0000E0	6.1096E6	4.8010E5	6.1096E6	5.5630E2	NaN	5.9553E5	1.0000E0	7.6732E6	5.9553E5	7.6732E6	5.5630E2	NaN	4.4884E5	1.0000E0	5.7615E6	4.4884E5	5.7615E6	5.5630E2	NaN	3.0015E5	1.0000E0	3.9251E6	3.0015E5	3.9251E6	5.5630E2	NaN	4.5949E5	1.0000E0	5.9746E6	4.5949E5	5.9746E6	5.5630E2	NaN	4.4112E5	1.0000E0	5.7177E6	4.4112E5	5.7177E6	5.5630E2	NaN	3.2736E5	1.0000E0	4.2230E6	3.2736E5	4.2230E6	5.5630E2	NaN	4.4735E5	1.0000E0	5.8059E6	4.4735E5	5.8059E6	5.5630E2	NaN	3.3767E5	1.0000E0	4.4423E6	3.3767E5	4.4423E6	5.5630E2	NaN	4.9580E5	1.0000E0	6.4480E6	4.9580E5	6.4480E6	5.5630E2	NaN	4.3914E5	1.0000E0	5.7381E6	4.3914E5	5.7381E6	5.5630E2	NaN	5.5477E5	1.0000E0	7.3023E6	5.5477E5	7.3023E6	5.5630E2	NaN	6.4556E5	1.0000E0	8.4533E6	6.4556E5	8.4533E6	5.5630E2	NaN	2.7827E5	1.0000E0	3.5837E6	2.7827E5	3.5837E6	5.5630E2	NaN	6.4968E5	1.0000E0	8.5142E6	6.4968E5	8.5142E6	5.5630E2	NaN	2.2982E4	1.0000E0	3.1119E5	2.2982E4	3.1119E5	0.0000E0	NaN	3.0283E5	1.0000E0	3.9948E6	3.0283E5	3.9948E6	5.5630E2	NaN	5.4381E5	1.0000E0	7.2644E6	5.4381E5	7.2644E6	5.5630E2	NaN	4.1978E5	1.0000E0	5.3811E6	4.1978E5	5.3811E6	5.5630E2	NaN	4.0396E5	1.0000E0	5.3933E6	4.0396E5	5.3933E6	5.5630E2	NaN	6.1652E5	1.0000E0	8.1522E6	6.1652E5	8.1522E6	5.5630E2	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
PC(19:1)	PC	(19:1)	549.3431	7.2197	92.31	C	2.3337E5	3.3551E5	2.1186E5	2.6840E5	1.7944E5	2.6395E5	2.5133E5	3.7249E5	2.2934E5	1.9734E5	2.1004E5	3.1987E5	NaN	2.6394E5	1.0000E0	1.6420E6	2.6394E5	1.6420E6	5.5035E2	NaN	1.7814E5	1.0000E0	1.1253E6	1.7814E5	1.1253E6	5.5035E2	NaN	2.5802E5	1.0000E0	1.4293E6	2.5802E5	1.4293E6	5.5035E2	NaN	3.6694E5	1.0000E0	2.2447E6	3.6694E5	2.2447E6	5.5035E2	NaN	3.0464E5	1.0000E0	1.7359E6	3.0464E5	1.7359E6	5.5035E2	NaN	3.3494E5	1.0000E0	1.9406E6	3.3494E5	1.9406E6	5.5035E2	NaN	2.6076E5	1.0000E0	1.7561E6	2.6076E5	1.7561E6	5.5035E2	NaN	1.6295E5	1.0000E0	1.0101E6	1.6295E5	1.0101E6	0.0000E0	NaN	2.4312E5	1.0000E0	1.6291E6	2.4312E5	1.6291E6	5.5035E2	NaN	2.9327E5	1.0000E0	1.7660E6	2.9327E5	1.7660E6	5.5035E2	NaN	2.6880E5	1.0000E0	1.9506E6	2.6880E5	1.9506E6	5.5035E2	NaN	2.5340E5	1.0000E0	1.7565E6	2.5340E5	1.7565E6	5.5035E2	NaN	1.5343E5	1.0000E0	1.0212E6	1.5343E5	1.0212E6	0.0000E0	NaN	1.3149E5	1.0000E0	8.7117E5	1.3149E5	8.7117E5	0.0000E0	NaN	2.5356E5	1.0000E0	1.7267E6	2.5356E5	1.7267E6	5.5035E2	NaN	2.7205E5	1.0000E0	1.7973E6	2.7205E5	1.7973E6	5.5035E2	NaN	2.6625E5	1.0000E0	1.8608E6	2.6625E5	1.8608E6	0.0000E0	NaN	1.3693E5	1.0000E0	9.3862E5	1.3693E5	9.3862E5	5.5035E2	NaN	3.0879E5	1.0000E0	2.1105E6	3.0879E5	2.1105E6	5.5035E2	NaN	3.0827E5	1.0000E0	2.2620E6	3.0827E5	2.2620E6	5.5035E2	NaN	2.9854E5	1.0000E0	2.2173E6	2.9854E5	2.2173E6	5.5035E2	NaN	4.8161E5	1.0000E0	3.6387E6	4.8161E5	3.6387E6	0.0000E0	NaN	3.3731E5	1.0000E0	2.4395E6	3.3731E5	2.4395E6	5.5035E2	NaN	2.3403E5	1.0000E0	1.5767E6	2.3403E5	1.5767E6	5.5035E2	NaN	1.7575E5	1.0000E0	1.2190E6	1.7575E5	1.2190E6	0.0000E0	NaN	2.7824E5	1.0000E0	1.9916E6	2.7824E5	1.9916E6	0.0000E0	NaN	2.2823E5	1.0000E0	1.7372E6	2.2823E5	1.7372E6	5.5035E2	NaN	1.0926E5	1.0000E0	7.8888E5	1.0926E5	7.8888E5	0.0000E0	NaN	2.5453E5	1.0000E0	1.9431E6	2.5453E5	1.9431E6	5.5035E2	NaN	2.4978E4	1.0000E0	2.0385E5	2.4978E4	2.0385E5	0.0000E0	NaN	1.9711E5	1.0000E0	1.5611E6	1.9711E5	1.5611E6	5.5035E2	NaN	4.0804E5	1.0000E0	3.0488E6	4.0804E5	3.0488E6	0.0000E0	NaN	2.8013E5	1.0000E0	2.1575E6	2.8013E5	2.1575E6	5.5035E2	NaN	2.5859E5	1.0000E0	1.9816E6	2.5859E5	1.9816E6	0.0000E0	NaN	4.2089E5	1.0000E0	3.3106E6	4.2089E5	3.3106E6	0.0000E0	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
PE(23:5)	PE	(23:5)	555.2961	6.5437	38.46	C	6.2388E4	4.7889E4	3.5346E4	3.7495E4	5.9448E4	5.4653E4	4.3561E4	2.7379E4	5.3103E4	5.0036E4	3.3303E4	4.2477E4	NaN	6.5916E4	1.0000E0	7.6269E5	6.5916E4	7.6269E5	0.0000E0	NaN	4.6239E4	1.0000E0	5.5520E5	4.6239E4	5.5520E5	0.0000E0	NaN	7.5009E4	1.0000E0	8.5873E5	7.5009E4	8.5873E5	0.0000E0	NaN	5.0948E4	1.0000E0	5.8938E5	5.0948E4	5.8938E5	0.0000E0	NaN	4.1008E4	1.0000E0	4.4166E5	4.1008E4	4.4166E5	0.0000E0	NaN	5.1712E4	1.0000E0	5.7176E5	5.1712E4	5.7176E5	0.0000E0	NaN	4.2095E4	1.0000E0	5.1484E5	4.2095E4	5.1484E5	5.5429E2	NaN	2.8597E4	1.0000E0	3.2067E5	2.8597E4	3.2067E5	0.0000E0	NaN	3.5498E4	1.0000E0	4.0618E5	3.5498E4	4.0618E5	0.0000E0	NaN	4.0029E4	1.0000E0	4.3808E5	4.0029E4	4.3808E5	0.0000E0	NaN	3.6958E4	1.0000E0	4.1119E5	3.6958E4	4.1119E5	0.0000E0	NaN	9.3409E4	1.0000E0	1.0761E6	9.3409E4	1.0761E6	5.5429E2	NaN	4.3184E4	1.0000E0	5.2726E5	4.3184E4	5.2726E5	0.0000E0	NaN	4.1751E4	1.0000E0	4.8032E5	4.1751E4	4.8032E5	0.0000E0	NaN	5.2255E4	1.0000E0	6.4880E5	5.2255E4	6.4880E5	0.0000E0	NaN	7.0050E4	1.0000E0	8.2131E5	7.0050E4	8.2131E5	0.0000E0	NaN	4.1654E4	1.0000E0	5.0743E5	4.1654E4	5.0743E5	0.0000E0	NaN	3.8347E4	1.0000E0	4.5621E5	3.8347E4	4.5621E5	0.0000E0	NaN	4.6445E4	1.0000E0	5.6427E5	4.6445E4	5.6427E5	0.0000E0	NaN	4.5891E4	1.0000E0	5.6220E5	4.5891E4	5.6220E5	0.0000E0	NaN	1.8928E4	1.0000E0	2.3193E5	1.8928E4	2.3193E5	0.0000E0	NaN	3.3782E4	1.0000E0	3.9474E5	3.3782E4	3.9474E5	0.0000E0	NaN	2.9426E4	1.0000E0	3.4609E5	2.9426E4	3.4609E5	0.0000E0	NaN	4.7722E4	1.0000E0	5.5674E5	4.7722E4	5.5674E5	0.0000E0	NaN	5.2487E4	1.0000E0	6.1446E5	5.2487E4	6.1446E5	0.0000E0	NaN	5.9099E4	1.0000E0	7.4747E5	5.9099E4	7.4747E5	5.5429E2	NaN	5.7054E4	1.0000E0	6.4961E5	5.7054E4	6.4961E5	0.0000E0	NaN	2.7484E4	1.0000E0	3.1933E5	2.7484E4	3.1933E5	0.0000E0	NaN	6.5570E4	1.0000E0	7.7248E5	6.5570E4	7.7248E5	5.5429E2	NaN	2.3461E4	1.0000E0	5.1417E5	2.3461E4	5.1417E5	0.0000E0	NaN	3.0607E4	1.0000E0	4.0326E5	3.0607E4	4.0326E5	0.0000E0	NaN	4.5842E4	1.0000E0	5.9249E5	4.5842E4	5.9249E5	0.0000E0	NaN	3.6370E4	1.0000E0	4.4587E5	3.6370E4	4.4587E5	0.0000E0	NaN	4.1113E4	1.0000E0	4.5583E5	4.1113E4	4.5583E5	0.0000E0	NaN	4.9947E4	1.0000E0	6.4363E5	4.9947E4	6.4363E5	5.5429E2	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
PE(23:4)	PE	(23:4)	557.3118	6.8217	92.31	C	4.4997E5	4.3019E5	2.0363E5	3.2396E5	3.0163E5	3.0167E5	2.0192E5	1.6124E5	3.3847E5	2.9066E5	1.6089E5	2.4633E5	NaN	5.1186E5	1.0000E0	6.1071E6	5.1186E5	6.1071E6	5.5832E2	NaN	3.0578E5	1.0000E0	3.7379E6	3.0578E5	3.7379E6	5.5832E2	NaN	5.3228E5	1.0000E0	6.3289E6	5.3228E5	6.3289E6	5.5832E2	NaN	4.6455E5	1.0000E0	5.6180E6	4.6455E5	5.6180E6	5.5832E2	NaN	4.0677E5	1.0000E0	4.8824E6	4.0677E5	4.8824E6	5.5832E2	NaN	4.1926E5	1.0000E0	5.0413E6	4.1926E5	5.0413E6	5.5832E2	NaN	2.4025E5	1.0000E0	2.9325E6	2.4025E5	2.9325E6	5.5832E2	NaN	1.6700E5	1.0000E0	2.0245E6	1.6700E5	2.0245E6	5.5832E2	NaN	2.9160E5	1.0000E0	3.5543E6	2.9160E5	3.5543E6	5.5832E2	NaN	3.3310E5	1.0000E0	4.0273E6	3.3310E5	4.0273E6	5.5832E2	NaN	3.4718E5	1.0000E0	4.2883E6	3.4718E5	4.2883E6	5.5832E2	NaN	4.8253E5	1.0000E0	6.0633E6	4.8253E5	6.0633E6	0.0000E0	NaN	2.3385E5	1.0000E0	2.8810E6	2.3385E5	2.8810E6	5.5832E2	NaN	1.8851E5	1.0000E0	2.3217E6	1.8851E5	2.3217E6	5.5832E2	NaN	2.9106E5	1.0000E0	3.5247E6	2.9106E5	3.5247E6	5.5832E2	NaN	4.0104E5	1.0000E0	5.0118E6	4.0104E5	5.0118E6	5.5832E2	NaN	2.1289E5	1.0000E0	2.6021E6	2.1289E5	2.6021E6	0.0000E0	NaN	2.0890E5	1.0000E0	2.6030E6	2.0890E5	2.6030E6	0.0000E0	NaN	2.1078E5	1.0000E0	2.5376E6	2.1078E5	2.5376E6	0.0000E0	NaN	1.8607E5	1.0000E0	2.3191E6	1.8607E5	2.3191E6	0.0000E0	NaN	1.2589E5	1.0000E0	1.5812E6	1.2589E5	1.5812E6	0.0000E0	NaN	2.0806E5	1.0000E0	2.5333E6	2.0806E5	2.5333E6	0.0000E0	NaN	1.4976E5	1.0000E0	1.9139E6	1.4976E5	1.9139E6	5.5832E2	NaN	3.2873E5	1.0000E0	4.0927E6	3.2873E5	4.0927E6	5.5832E2	NaN	3.1127E5	1.0000E0	3.9898E6	3.1127E5	3.9898E6	5.5832E2	NaN	3.7540E5	1.0000E0	4.7816E6	3.7540E5	4.7816E6	5.5832E2	NaN	3.6064E5	1.0000E0	4.6332E6	3.6064E5	4.6332E6	5.5832E2	NaN	1.4711E5	1.0000E0	1.8776E6	1.4711E5	1.8776E6	5.5832E2	NaN	3.6423E5	1.0000E0	4.6030E6	3.6423E5	4.6030E6	5.5832E2	NaN	5.8018E3	1.0000E0	8.0610E4	5.8018E3	8.0610E4	0.0000E0	NaN	1.6988E5	1.0000E0	2.1384E6	1.6988E5	2.1384E6	5.5832E2	NaN	3.0699E5	1.0000E0	3.8856E6	3.0699E5	3.8856E6	5.5832E2	NaN	2.1995E5	1.0000E0	2.8350E6	2.1995E5	2.8350E6	0.0000E0	NaN	1.9521E5	1.0000E0	2.4600E6	1.9521E5	2.4600E6	0.0000E0	NaN	3.2383E5	1.0000E0	4.1591E6	3.2383E5	4.1591E6	0.0000E0	NaN	NaN	1.0000E0	NaN	NaN	NaN	-1.0000E0	NaN
